0, 0, 0
1.3e-09, 3.86995e-05, 0.0001
8.92699e-09, 0.000151065, 0.0002
2.87832e-08, 0.000331178, 0.0003
6.75018e-08, 0.000572376, 0.0004
1.31105e-07, 0.000868597, 0.0005
2.25018e-07, 0.00121437, 0.0006
3.54127e-07, 0.00160473, 0.0007
5.2283e-07, 0.00203524, 0.0008
7.35083e-07, 0.00250183, 0.0009
9.94445e-07, 0.00300088, 0.001
1.30411e-06, 0.00352907, 0.0011
1.66696e-06, 0.00408344, 0.0012
2.08557e-06, 0.00466129, 0.0013
2.56226e-06, 0.00526019, 0.0014
3.09909e-06, 0.00587793, 0.0015
3.69793e-06, 0.00651252, 0.0016
4.36043e-06, 0.00716216, 0.0017
5.08808e-06, 0.00782522, 0.0018
5.8822e-06, 0.00850022, 0.0019
6.74396e-06, 0.00918583, 0.002
7.67441e-06, 0.00988083, 0.0021
8.67446e-06, 0.0105841, 0.0022
9.74495e-06, 0.0112947, 0.0023
1.08866e-05, 0.0120117, 0.0024
1.21e-05, 0.0127343, 0.0025
1.33857e-05, 0.0134617, 0.0026
1.47442e-05, 0.0141933, 0.0027
1.61759e-05, 0.0149284, 0.0028
1.76812e-05, 0.0156665, 0.0029
1.92603e-05, 0.0164071, 0.003
2.09135e-05, 0.0171497, 0.0031
2.26409e-05, 0.0178939, 0.0032
2.44428e-05, 0.0186393, 0.0033
2.63193e-05, 0.0193855, 0.0034
2.82703e-05, 0.0201322, 0.0035
3.0296e-05, 0.0208792, 0.0036
3.23964e-05, 0.0216261, 0.0037
3.45715e-05, 0.0223728, 0.0038
3.68213e-05, 0.0231188, 0.0039
3.91456e-05, 0.0238642, 0.004
4.15445e-05, 0.0246086, 0.0041
4.40177e-05, 0.0253519, 0.0042
4.65653e-05, 0.0260939, 0.0043
4.9187e-05, 0.0268345, 0.0044
5.18828e-05, 0.0275735, 0.0045
5.46524e-05, 0.0283107, 0.0046
5.74957e-05, 0.0290461, 0.0047
6.04126e-05, 0.0297795, 0.0048
6.34027e-05, 0.0305109, 0.0049
6.64659e-05, 0.03124, 0.005
6.9602e-05, 0.0319669, 0.0051
7.28108e-05, 0.0326913, 0.0052
7.60919e-05, 0.0334133, 0.0053
7.94452e-05, 0.0341328, 0.0054
8.28704e-05, 0.0348496, 0.0055
8.63673e-05, 0.0355637, 0.0056
8.99354e-05, 0.036275, 0.0057
9.35747e-05, 0.0369834, 0.0058
9.72848e-05, 0.037689, 0.0059
0.000101065, 0.0383915, 0.006
0.000104916, 0.039091, 0.0061
0.000108837, 0.0397873, 0.0062
0.000112827, 0.0404805, 0.0063
0.000116887, 0.0411704, 0.0064
0.000121015, 0.0418571, 0.0065
0.000125212, 0.0425404, 0.0066
0.000129477, 0.0432203, 0.0067
0.000133811, 0.0438967, 0.0068
0.000138211, 0.0445697, 0.0069
0.00014268, 0.0452391, 0.007
0.000147214, 0.0459049, 0.0071
0.000151816, 0.046567, 0.0072
0.000156484, 0.0472255, 0.0073
0.000161217, 0.0478802, 0.0074
0.000166016, 0.0485311, 0.0075
0.00017088, 0.0491782, 0.0076
0.000175808, 0.0498215, 0.0077
0.000180801, 0.0504608, 0.0078
0.000185857, 0.0510961, 0.0079
0.000190978, 0.0517274, 0.008
0.000196161, 0.0523547, 0.0081
0.000201406, 0.0529779, 0.0082
