334, 13.3761
335, 7.49707
336, 5.84939
337, 5.20906
338, 4.90778
339, 4.7468
340, 4.65262
341, 4.59364
342, 4.55469
343, 4.52786
344, 4.50873
345, 4.4947
346, 4.48415
347, 4.47605
348, 4.46973
349, 4.46471
350, 4.46067
351, 4.45738
352, 4.45467
353, 4.45242
354, 4.45052
355, 4.44893
356, 4.44756
357, 4.4464
358, 4.44539
359, 4.44451
360, 4.44375
361, 4.44308
362, 4.44249
363, 4.44197
364, 4.4415
365, 4.44109
366, 4.44072
367, 4.44039
368, 4.44009
369, 4.43982
370, 4.43958
371, 4.43935
372, 4.43915
373, 4.43897
374, 4.4388
375, 4.43865
376, 4.43851
377, 4.43838
378, 4.43826
379, 4.43815
380, 4.43804
381, 4.43795
382, 4.43786
383, 4.43778
384, 4.4377
385, 4.43763
386, 4.43757
387, 4.43751
388, 4.43745
389, 4.4374
390, 4.43735
391, 4.4373
392, 4.43725
393, 4.43721
394, 4.43717
395, 4.43714
396, 4.4371
397, 4.43707
398, 4.43704
399, 4.43701
400, 4.43698
401, 4.43695
402, 4.43693
403, 4.4369
404, 4.43688
405, 4.43686
406, 4.43684
407, 4.43682
408, 4.4368
409, 4.43678
410, 4.43677
411, 4.43675
412, 4.43674
413, 4.43672
414, 4.43671
415, 4.43669
416, 4.43668
417, 4.43667
418, 4.43666
419, 4.43665
420, 4.43664
421, 4.43663
422, 4.43662
423, 4.43661
424, 4.4366
425, 4.43659
426, 4.43658
427, 4.43657
428, 4.43656
429, 4.43656
430, 4.43655
431, 4.43654
432, 4.43654
433, 4.43653
434, 4.43652
435, 4.43652
436, 4.43651
437, 4.43651
438, 4.4365
439, 4.4365
440, 4.43649
441, 4.43649
442, 4.43648
443, 4.43648
444, 4.43647
445, 4.43647
446, 4.43646
447, 4.43646
448, 4.43646
449, 4.43645
450, 4.43645
451, 4.43644
452, 4.43644
453, 4.43644
454, 4.43643
455, 4.43643
456, 4.43643
457, 4.43643
458, 4.43642
459, 4.43642
460, 4.43642
461, 4.43641
462, 4.43641
463, 4.43641
464, 4.43641
465, 4.43641
466, 4.4364
467, 4.4364
468, 4.4364
469, 4.4364
470, 4.43639
471, 4.43639
472, 4.43639
473, 4.43639
474, 4.43639
475, 4.43638
476, 4.43638
477, 4.43638
478, 4.43638
479, 4.43638
480, 4.43638
481, 4.43637
482, 4.43637
483, 4.43637
484, 4.43637
485, 4.43637
486, 4.43637
487, 4.43637
488, 4.43637
489, 4.43636
490, 4.43636
491, 4.43636
492, 4.43636
493, 4.43636
494, 4.43636
495, 4.43636
496, 4.43636
497, 4.43635
498, 4.43635
499, 4.43635
500, 4.43635
501, 4.43635
502, 4.43635
503, 4.43635
504, 4.43635
505, 4.43635
506, 4.43635
507, 4.43634
508, 4.43634
509, 4.43634
510, 4.43634
511, 4.43634
512, 4.43634
513, 4.43634
514, 4.43634
515, 4.43634
516, 4.43634
517, 4.43634
518, 4.43634
519, 4.43634
520, 4.43633
521, 4.43633
522, 4.43633
523, 4.43633
524, 4.43633
525, 4.43633
526, 4.43633
527, 4.43633
528, 4.43633
529, 4.43633
530, 4.43633
531, 4.43633
532, 4.43633
533, 4.43633
534, 4.43633
535, 4.43633
536, 4.43633
537, 4.43633
538, 4.43632
